fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
7.5,2013-07-06 14:57:10,-73.978075,40.745882,-73.98056600000002,40.759786,1.0
6.0,2014-10-22 17:08:05,-73.987673,40.724457,-74.00133199999998,40.731333,1.0
15.5,2015-06-20 08:59:36,-73.9689712524414,40.7607307434082,-73.9941864013672,40.75014877319336,3.0
15.7,2009-04-27 11:11:01,-74.00553000000002,40.748205,-73.988171,40.696083,2.0
17.5,2014-11-19 07:23:50,-74.012727,40.716898,-73.97115699999998,40.762119,2.0
8.5,2015-01-07 03:58:27,-73.98725891113281,40.729286193847656,-73.97958374023438,40.752117156982415,2.0
18.5,2015-06-27 13:12:00,-73.99456787109375,40.75064086914063,-73.98284912109375,40.77322006225585,1.0
4.9,2010-01-05 23:33:23,-73.994242,40.751003,-73.994715,40.760626,1.0
8.5,2010-07-23 10:38:00,-73.99332700000002,40.747387,-74.01019000000002,40.714392,1.0
4.9,2012-01-21 06:21:19,-73.936678,40.814,-73.936297,40.807294,1.0
11.3,2012-08-23 19:17:00,-74.01012,40.720622,-73.986537,40.762305,1.0
8.5,2014-02-13 12:20:52,-73.97052099999998,40.752354,-73.993707,40.762062,1.0
6.5,2009-03-24 18:01:23,-73.97511999999998,40.753213,-73.987627,40.73271,1.0
3.7,2009-06-24 06:26:00,-73.995892,40.686718,-73.996615,40.680883,2.0
29.7,2010-04-27 18:03:00,-73.78902,40.641523,-73.790213,40.763988,1.0
11.3,2010-05-20 23:14:00,-73.98957,40.73976,-73.979318,40.780275,5.0
7.7,2012-04-19 04:28:38,-73.989127,40.726791,-74.011188,40.713335,1.0
18.5,2015-04-10 02:15:04,-73.99388122558595,40.75152969360352,-74.01286315917969,40.70233917236328,1.0
79.0,2013-10-03 09:01:36,-73.985281,40.752603,-74.176925,40.694843,1.0
6.5,2010-12-02 18:14:00,-73.957988,40.764942,-73.94310300000002,40.790057,5.0
14.5,2011-08-03 01:26:05,-74.00546,40.739542,-73.947686,40.706918,1.0
7.0,2015-05-07 09:58:47,-73.95572662353516,40.779640197753906,-73.9767074584961,40.78852844238281,1.0
26.7,2009-03-24 19:58:30,-73.862883,40.769106,-73.979739,40.755132,1.0
4.5,2010-06-09 17:33:44,-73.953621,40.775519,-73.960435,40.766159,1.0
25.7,2012-04-29 16:54:00,-73.866225,40.77128,-73.97376,40.751207,6.0
28.5,2012-05-19 01:17:00,-73.990615,40.745973,-73.919077,40.83556,6.0
3.5,2014-03-13 19:26:15,-73.96354699999998,40.771194,-73.963431,40.775176,1.0
19.5,2014-04-22 12:39:00,-73.969738,40.7542,-74.00624499999998,40.710847,2.0
19.0,2014-10-01 13:25:00,-73.987023,40.760975,-73.955182,40.765882,5.0
5.7,2009-08-13 08:26:03,-73.970084,40.78915900000001,-73.957635,40.779242,1.0
7.3,2009-09-01 15:22:00,-73.954647,40.765655,-73.950005,40.786248,2.0
6.5,2011-05-03 23:58:56,-73.987755,40.743986,-73.982886,40.759798,1.0
14.1,2011-06-16 09:56:00,-73.97957,40.746718,-73.9524,40.78082,1.0
4.1,2009-05-18 09:01:53,-74.001346,40.73088900000001,-73.998235,40.735411,2.0
4.9,2010-07-08 20:32:00,-73.98053,40.744805,-73.989112,40.748207,1.0
6.5,2012-04-30 07:15:16,-73.99468399999998,40.689621,-73.99468399999998,40.689621,1.0
5.5,2013-01-13 18:49:00,-73.946893,40.781657,-73.952275,40.789742,5.0
5.3,2010-12-22 15:48:48,-73.969848,40.752897,-73.981259,40.749576,1.0
3.7,2011-05-31 06:52:35,-74.006316,40.730219,-74.004506,40.73771,1.0
6.5,2009-06-12 01:59:00,-73.999785,40.728327,-73.985075,40.719315,2.0
9.7,2011-04-29 05:39:12,-74.00590600000002,40.735928,-73.9827,40.777227,1.0
20.1,2012-07-20 16:01:00,-73.97914499999997,40.762112,-73.995648,40.75881500000001,1.0
11.0,2014-12-05 23:34:12,-73.988865,40.748554,-73.965108,40.761735,2.0
7.0,2012-12-24 09:48:27,-73.95385300000002,40.778988,-73.964476,40.792188,1.0
8.5,2013-09-14 21:42:50,-73.97123,40.751252,-73.990105,40.734193,3.0
4.2,2009-03-30 05:51:54,-73.96643,40.76471,-73.964113,40.773471,1.0
5.7,2009-10-20 23:06:00,-73.99209,40.756987,-73.99564000000002,40.764093,2.0
19.5,2014-05-07 12:57:00,-74.01544,40.711135,-73.991085,40.75615,1.0
7.5,2014-07-27 04:41:00,-73.982112,40.731967,-73.97598,40.75012,1.0
6.1,2009-03-25 06:34:27,-73.954461,40.781108,-73.953391,40.764842,1.0
9.3,2010-03-22 19:22:38,-73.999306,40.717231,-73.975608,40.724225,1.0
7.3,2011-09-08 10:36:44,-74.003066,40.750576,-73.988759,40.768813,1.0
11.3,2012-01-21 01:04:00,-74.006747,40.739822,-73.987498,40.719972,1.0
10.0,2013-11-03 04:10:00,-74.001067,40.729342,-73.97953000000003,40.749335,1.0
19.0,2014-05-16 00:14:00,-74.005025,40.722755,-73.95236,40.779867,1.0
7.9,2009-02-25 19:41:23,-73.994686,40.736522,-73.98401199999998,40.727072,1.0
13.0,2013-02-24 22:33:59,-73.99789200000002,40.724223,-73.982238,40.768262,1.0
5.5,2013-06-18 13:18:00,-73.978285,40.737182,-73.970902,40.74724000000001,2.0
8.1,2010-05-18 21:43:00,-74.01015799999998,40.72055,-73.987705,40.714282,5.0
8.9,2010-11-11 08:13:00,-73.956523,40.783907,-73.980963,40.78466,1.0
12.1,2011-11-28 19:05:00,-73.992997,40.742593,-73.97153,40.782297,1.0
6.0,2013-04-30 15:13:00,-73.991985,40.743987,-73.98481,40.753635,5.0
8.5,2013-10-31 07:39:00,-73.940538,40.793242,-73.95118199999997,40.774287,2.0
10.0,2013-11-16 21:35:55,-73.958603,40.764696,-73.981624,40.73669,1.0
10.0,2014-07-21 20:30:00,-73.97508499999998,40.752562,-74.004982,40.731872,1.0
14.5,2009-12-25 14:29:00,-73.999317,40.743992,-73.97223000000002,40.796308,1.0
8.1,2010-01-03 19:35:27,-73.99198299999998,40.744233,-73.988938,40.748282,1.0
20.0,2014-04-03 11:31:19,-73.985823,40.759541,-74.01504399999997,40.70479,1.0
4.5,2010-08-12 19:22:26,-73.962352,40.772942,-73.962907,40.774907,1.0
11.3,2010-11-16 12:15:40,-73.981213,40.760227,-73.992757,40.734633,1.0
7.5,2015-01-12 08:59:51,-74.00018310546875,40.74287796020508,-73.98298645019531,40.73875045776367,1.0
15.5,2014-02-10 12:00:00,-73.9445,40.775327,-73.98439499999998,40.769792,2.0
8.5,2010-08-18 22:48:35,-74.001337,40.731274,-74.008223,40.711402,1.0
49.8,2012-08-31 16:42:00,-73.780022,40.647177,-73.976485,40.746387,1.0
5.7,2012-08-01 14:34:00,-73.984515,40.758392,-73.973417,40.757635,1.0
8.5,2013-03-15 00:29:00,-73.78931,40.647765,-73.78488,40.666577,6.0
6.1,2011-03-03 20:22:23,-74.008057,40.740313,-74.00104,40.735093,2.0
8.0,2012-12-17 22:33:00,-73.984023,40.731927,-73.96430699999998,40.756162,6.0
11.5,2013-04-06 02:45:00,-73.985952,40.726677,-73.963432,40.711467,1.0
4.5,2012-02-12 15:56:08,-73.983227,40.738918,-73.990085,40.729452,1.0
10.0,2013-04-12 20:13:42,-74.00553599999998,40.741006,-74.01557700000002,40.709957,1.0
5.5,2015-03-07 10:02:38,-73.96630859375,40.79444122314453,-73.9620132446289,40.805259704589844,6.0
8.9,2011-08-19 00:42:02,-73.957574,40.769887,-73.98515400000002,40.732201,1.0
6.9,2012-07-20 09:26:27,-74.011608,40.714802,-74.008608,40.704201,1.0
8.5,2009-04-23 07:30:04,-73.947808,40.775315,-73.97479,40.757487,1.0
7.7,2009-07-13 16:44:00,-73.982292,40.745407,-73.96329,40.765875,2.0
8.1,2010-02-26 12:38:01,-73.968351,40.762265,-73.990636,40.761204,1.0
4.5,2011-03-14 23:35:52,-73.987437,40.738756,-73.979159,40.747878,1.0
20.5,2013-07-01 13:58:32,-73.954938,40.769195,-73.99219699999998,40.750712,1.0
4.5,2014-11-10 19:16:00,-73.98633199999998,40.734205,-73.98440500000002,40.728707,2.0
5.7,2011-01-14 17:07:36,-73.982524,40.735653000000006,-73.988734,40.748532,1.0
12.5,2014-09-17 11:02:00,-73.97465,40.76224000000001,-73.9802,40.732185,1.0
10.0,2015-01-29 12:22:31,-73.9668426513672,40.79374313354492,-73.96183776855469,40.773921966552734,1.0
6.0,2013-08-23 21:34:46,-73.99954100000002,40.73367,-74.005271,40.739844,3.0
6.0,2013-03-09 22:20:34,-73.998835,40.724702,-73.995908,40.732458,2.0
21.5,2015-05-30 13:26:30,-73.99860382080078,40.74515151977539,-73.98533630371094,40.71092224121094,1.0
6.5,2009-06-26 23:02:00,-73.980325,40.765073,-73.991783,40.749867,1.0
5.7,2009-10-08 18:05:30,-73.982151,40.772528,-73.981531,40.783538,1.0
7.0,2014-05-14 14:31:00,-73.95482700000002,40.780737,-73.959917,40.773645,6.0
12.1,2012-03-16 23:31:12,-73.992837,40.689914,-74.001354,40.725183,1.0
7.0,2012-11-25 22:30:29,-73.975538,40.749493,-73.988977,40.758842,1.0
10.5,2013-03-12 12:25:00,0.0,0.0,0.0,0.0,3.0
8.5,2009-04-06 16:06:00,-73.958083,40.76933,-73.965528,40.755152,1.0
5.3,2009-09-08 12:27:27,-73.994132,40.732155,-73.981811,40.73739000000001,1.0
4.5,2011-06-05 10:04:00,-73.98461,40.769478,-73.993257,40.757482,4.0
10.0,2014-05-18 01:00:01,-73.985279,40.741875,-73.982405,40.771416,2.0
8.9,2009-10-09 17:42:46,-73.98212099999998,40.773175,-74.00825999999998,40.748811,1.0
8.1,2011-04-20 23:11:30,-73.98880799999998,40.723108,-73.98535799999998,40.760847,1.0
4.0,2014-01-16 01:53:16,-73.988427,40.736319,-73.992948,40.730104,1.0
12.0,2014-03-08 01:48:00,-73.97836,40.724887,-74.003997,40.742327,3.0
4.5,2009-03-21 12:05:00,-73.96951700000002,40.757483,-73.961383,40.768763,1.0
10.1,2011-03-02 09:44:00,-73.946758,40.78442,-73.98201800000002,40.77479,1.0
7.5,2013-12-19 14:07:00,-73.976712,40.755672,-73.980327,40.744892,5.0
18.0,2013-04-02 20:02:00,-74.006252,40.733087,-73.97524,40.787422,1.0
16.0,2014-01-31 09:54:00,-74.017087,40.708952,-73.992222,40.751622,5.0
9.5,2014-04-01 09:57:39,-73.958724,40.778262,-73.972482,40.759353,1.0
14.5,2014-08-13 16:22:59,-74.001143,40.722796,-73.980361,40.751107,1.0
6.9,2012-03-31 02:49:00,-73.999877,40.728562,-74.010712,40.708032,2.0
7.0,2013-06-13 09:42:42,-74.004661,40.730688,-74.013631,40.715568,1.0
9.7,2009-11-07 01:56:00,-73.980223,40.75167800000001,-73.97466700000003,40.787492,1.0
15.5,2013-06-18 09:37:44,-74.012736,40.701506,-73.980165,40.735837,1.0
34.0,2013-09-29 11:33:33,-73.78965699999998,40.643888,-73.82655,40.76902000000001,2.0
10.5,2014-05-22 00:06:54,-73.969928,40.75307,-74.003495,40.742694,1.0
5.5,2014-12-12 18:19:00,-73.998272,40.740547,-74.005137,40.729625,6.0
7.0,2012-12-01 18:08:21,-74.00229300000002,40.755833,-73.990963,40.755803,1.0
57.33,2014-04-27 09:34:00,-73.790025,40.647137,-73.989398,40.756177,1.0
8.1,2009-01-14 13:35:00,0.0,0.0,0.0,0.0,2.0
4.1,2010-09-12 19:22:05,-73.996542,40.737868,-73.945438,40.82060300000001,1.0
3.7,2011-05-05 18:14:00,-73.971773,40.797283,-73.966797,40.803875,1.0
6.5,2011-07-05 00:09:28,-73.984798,40.748097,-73.991781,40.759452,1.0
7.7,2011-12-13 23:51:00,-73.977513,40.755082,-73.954387,40.78697,5.0
6.1,2010-12-15 23:01:00,-74.002452,40.733445,-73.98982,40.72572,1.0
8.1,2012-05-18 08:20:00,-73.95245200000002,40.772657,-73.96918000000002,40.76056,1.0
28.5,2013-04-07 08:47:16,-73.99704200000002,40.722544,-73.870594,40.773882,1.0
10.9,2010-08-23 16:43:00,-74.005385,40.706577,-73.983027,40.73506,5.0
4.5,2012-10-19 22:49:23,-73.98319599999998,40.771523,-73.989499,40.762877,1.0
7.0,2013-04-26 23:46:26,-73.98307700000002,40.741897,-73.998423,40.733066,1.0
7.5,2013-06-26 09:38:00,-73.963552,40.765867,-73.950632,40.783175,1.0
25.5,2014-09-14 03:24:00,-73.98796,40.74779,-73.92918,40.68391,2.0
11.5,2014-11-05 00:34:57,-74.008905,40.740719,-73.996966,40.767047,3.0
4.5,2014-12-06 12:18:08,-73.975352,40.752498,-73.970205,40.756513,2.0
6.5,2012-08-24 22:13:56,-73.986068,40.759049,-73.977589,40.74553,3.0
5.7,2009-08-26 18:55:00,-73.95357,40.771418,-73.95357,40.771418,2.0
4.9,2012-02-20 16:58:41,-73.977972,40.752632,-73.989862,40.758384,2.0
22.5,2013-08-05 20:11:00,-74.008635,40.745275,-73.98754,40.692467,2.0
8.1,2009-01-15 10:19:40,-73.969268,40.761789,-73.992104,40.748907,1.0
4.5,2013-06-15 00:29:22,-73.998395,40.7198,-73.99414300000002,40.720983,2.0
12.9,2009-05-06 07:46:54,-73.999741,40.733367,-73.952607,40.766481,1.0
8.9,2010-01-24 01:26:00,-74.009637,40.706158,-74.004395,40.74049,5.0
7.0,2013-08-07 06:20:00,-73.982427,40.782872,-73.984572,40.76099,6.0
5.5,2014-05-07 09:28:26,-73.99900699999998,40.734505,-73.991231,40.738509,1.0
5.7,2009-06-21 04:11:00,-73.986267,40.740238,-73.981833,40.751557,1.0
5.7,2012-01-21 15:40:00,-73.99394699999998,40.751512,-73.97829499999997,40.751042,4.0
6.5,2012-03-07 09:57:00,-73.989425,40.756467,-73.977003,40.756432,5.0
5.7,2009-06-11 20:41:50,-73.97218199999998,40.749805,-73.96202,40.759563,1.0
3.7,2009-06-17 14:04:46,-73.982598,40.775634,-73.98111800000002,40.779035,1.0
15.0,2012-11-23 22:52:30,-73.979023,40.755824,-73.989778,40.715666,2.0
6.7,2009-09-15 18:30:16,-73.985316,40.747449,-74.00233399999998,40.733677,1.0
7.3,2011-08-13 23:22:17,-73.981765,40.764036,-73.994749,40.759171,1.0
0.01,2015-05-01 15:38:41,-73.93904113769531,40.71396255493164,-73.9416732788086,40.71399688720703,1.0
5.5,2009-02-19 17:28:58,-73.972763,40.79404,-73.979497,40.783193,1.0
6.5,2009-08-22 03:24:00,-73.982793,40.722948,-73.98298,40.738927,1.0
8.1,2011-11-04 22:26:56,-73.991276,40.730246,-73.992305,40.749003,1.0
5.7,2010-07-05 21:16:53,-73.970886,40.750996,-73.98057299999998,40.746876,1.0
5.3,2010-10-08 16:50:43,-73.97399899999998,40.794791,-73.981724,40.782033,1.0
9.7,2011-08-26 00:44:00,-73.983498,40.726803,-73.963022,40.763423,2.0
14.5,2014-01-05 02:43:00,-74.000062,40.728077,-74.000772,40.693252,1.0
18.5,2015-06-05 12:00:02,-73.98636627197266,40.75766372680664,-73.95111846923827,40.77432632446289,6.0
15.7,2010-07-17 00:44:27,-74.007588,40.705051,-73.98351,40.726209,2.0
5.7,2010-11-21 12:31:14,-73.99338399999998,40.724406,-73.985828,40.731913,2.0
9.7,2010-05-04 08:23:29,-74.00862,40.73101,-73.986269,40.734521,1.0
12.1,2012-04-11 21:11:00,-73.983407,40.73946,-74.00971,40.722695,5.0
24.0,2014-05-27 11:28:53,-73.990607,40.749604,-73.947079,40.771591,1.0
35.5,2015-02-22 13:33:34,-73.79010772705078,40.643592834472656,-73.93962860107422,40.683738708496094,3.0
10.5,2009-08-14 19:03:00,-74.005433,40.727393,-74.00277,40.760572,1.0
5.7,2010-08-26 00:17:00,-73.999983,40.717972,-74.013085,40.706043,1.0
19.3,2011-07-31 12:11:28,-73.975408,40.741107,-73.870362,40.772742,1.0
4.5,2012-06-18 15:21:52,-73.986266,40.769864,-73.99238000000003,40.766606,1.0
12.5,2009-10-11 02:04:01,0.0,0.0,0.0,0.0,1.0
9.7,2010-01-29 08:45:00,-74.003403,40.74841,-73.97522,40.755645,1.0
9.0,2012-10-08 22:48:16,-74.003474,40.743563,-73.992998,40.723325,1.0
13.5,2014-03-18 12:01:14,-73.987549,40.752967,-74.007133,40.718245,1.0
8.1,2009-07-08 12:46:00,-73.998305,40.723893,-74.007642,40.743023,1.0
6.5,2010-10-24 18:57:56,-73.968538,40.791038,-73.964535,40.798325,1.0
7.7,2012-06-18 13:38:18,-73.969587,40.757687,-73.991362,40.75023,1.0
15.5,2012-12-20 21:34:00,-73.98870699999998,40.758423,-73.952783,40.807937,1.0
7.7,2009-12-16 22:25:00,-73.95369699999998,40.781957,-73.97702,40.758695,2.0
12.9,2011-06-17 23:52:00,-73.958485,40.717132,-74.002027,40.730195,3.0
12.9,2012-03-25 08:38:30,-74.01685400000002,40.704856,-73.986499,40.759238,3.0
10.5,2013-08-03 11:31:20,-73.977233,40.752537,-73.97322199999998,40.74405,2.0
6.2,2009-02-25 23:08:38,-73.980785,40.760819,-73.961937,40.767251,1.0
10.1,2009-10-11 11:12:43,-73.992692,40.721336,-73.985342,40.752431,3.0
24.5,2010-03-20 00:07:51,-73.98405799999998,40.725367,-73.937057,40.8515,2.0
8.9,2011-03-20 19:13:00,-73.998762,40.739793,-73.98404000000002,40.721498,3.0
7.0,2012-11-26 07:53:00,-73.96316,40.765527,-73.974852,40.755485,1.0
17.0,2013-05-18 20:23:00,-73.991472,40.739062,-73.985412,40.757667,5.0
12.9,2011-06-29 22:45:24,-74.012254,40.707684,-73.981788,40.732429,1.0
11.0,2013-09-25 15:15:39,-73.970774,40.76406,-73.985585,40.744205,1.0
7.0,2013-06-27 10:09:00,-73.947122,40.775867,-73.963327,40.775137,1.0
17.7,2009-02-05 08:18:10,-73.78990300000002,40.646763,-73.831675,40.71495,1.0
3.3,2009-11-04 15:44:00,-73.98317800000002,40.75328,-73.990112,40.751148,1.0
8.9,2010-01-26 18:21:42,-73.97815200000002,40.763186,-73.94879300000002,40.775162,1.0
8.1,2010-12-08 10:38:00,-73.99694000000002,40.736328,-73.978925,40.719622,1.0
28.5,2012-10-15 03:04:29,-73.928484,40.752077,-73.942403,40.837324,1.0
9.5,2014-12-31 19:03:58,-73.980614,40.774948,-73.952898,40.76994000000001,1.0
12.9,2010-10-30 12:05:22,-73.969531,40.761098,-74.008205,40.747618,1.0
14.0,2014-01-05 14:54:08,-73.999801,40.761493,-73.999849,40.726787,2.0
8.5,2014-09-26 07:03:30,-73.962885,40.758266,-73.973943,40.753754,1.0
4.9,2009-01-17 21:33:00,-73.974252,40.763983,-73.979582,40.77113,1.0
4.9,2010-07-13 16:04:00,-73.9615,40.765137,-73.963433,40.774425,1.0
8.1,2012-04-16 20:31:00,-73.992513,40.724272,-73.971767,40.755787,1.0
4.1,2012-06-16 22:53:00,-73.977317,40.729217,-73.97389799999998,40.723533,5.0
5.0,2013-03-20 09:43:00,-73.996442,40.738065,-73.98995699999998,40.74385,1.0
35.0,2014-05-12 07:52:44,-73.965558,40.762751,-73.89961,40.893033,2.0
5.0,2014-07-20 13:50:17,-73.988766,40.748727,-73.98376800000003,40.743904,3.0
5.0,2012-10-26 18:59:00,-73.969712,40.757627,-73.964872,40.76416,1.0
15.5,2013-03-02 21:33:15,-73.990133,40.732394,-73.98305500000002,40.774131,2.0
6.1,2010-05-28 17:25:00,-73.98227800000002,40.768258,-73.983398,40.777658,1.0
10.9,2011-03-16 09:25:00,-73.96306700000002,40.71396,-73.959362,40.69365300000001,1.0
19.7,2012-08-05 09:21:37,-73.95751899999998,40.769446,-73.986699,40.704185,1.0
30.67,2010-04-01 15:34:17,-73.975707,40.740567,-73.954125,40.77017,1.0
7.7,2010-06-02 20:52:00,-73.99169,40.75461,-73.98174200000003,40.736753,1.0
9.7,2011-07-08 00:37:19,-73.986814,40.755239,-73.94846700000002,40.78308300000001,1.0
8.9,2012-02-14 18:48:00,-73.931787,40.744885,-73.96177,40.761185,5.0
7.7,2012-06-08 21:34:00,-73.987365,40.733375,-73.992073,40.748968,1.0
5.0,2013-01-14 06:17:00,-73.978652,40.756637,-73.98087,40.744882,1.0
5.3,2010-05-19 12:09:17,-73.98281800000002,40.766128,-73.977228,40.774344,2.0
8.1,2012-05-09 00:20:59,-73.999833,40.720555,-74.00733699999998,40.745858,1.0
9.5,2012-09-17 21:28:10,-73.960933,40.714865,-73.93024,40.705188,1.0
4.5,2014-10-04 21:19:05,-73.988487,40.764261,-73.987673,40.768005,1.0
4.9,2009-02-19 16:24:00,-73.96425,40.76535,-73.959785,40.77692800000001,1.0
9.3,2011-01-21 15:54:00,-73.962203,40.7791,-73.983427,40.755467,1.0
42.33,2013-05-18 14:33:00,-73.979938,40.72697,-74.030845,40.62378,5.0
4.5,2014-07-06 17:09:19,-73.984604,40.779567,-73.976037,40.781937,1.0
5.7,2011-11-26 03:55:01,-73.987246,40.722394,-73.97905300000002,40.739632,2.0
7.0,2013-12-08 11:23:00,-73.98464799999998,40.764822,-73.97286700000002,40.780352,2.0
8.5,2011-06-07 13:50:00,-73.98231700000002,40.77158,-73.991508,40.750448,1.0
10.1,2012-08-09 18:24:37,-73.989752,40.733122,-73.991453,40.755415,1.0
11.0,2014-12-07 00:58:11,-74.000982,40.736726,-73.969686,40.753725,1.0
5.7,2010-06-12 05:17:56,-73.969268,40.689497,-73.98755600000001,40.692887,1.0
7.7,2010-09-29 10:58:00,-73.991687,40.742357,-73.98205300000002,40.757387,1.0
7.7,2012-03-11 23:10:00,-73.98378000000002,40.75509,-73.98019000000002,40.78047,1.0
22.1,2012-08-13 04:39:00,-73.99809300000003,40.741827,-73.998205,40.741022,1.0
11.3,2010-04-05 07:22:00,-73.968918,40.800803,-73.98223,40.759102,1.0
9.7,2011-09-17 22:24:00,-74.012383,40.70625,-74.00841199999998,40.740502,1.0
6.5,2012-01-11 10:31:00,-73.992142,40.755152,-73.994088,40.742758,5.0
7.5,2014-01-25 17:16:00,-74.001397,40.730982,-73.986025,40.730997,1.0
4.0,2015-01-07 17:05:40,-73.9699935913086,40.79735565185547,-73.97338104248048,40.792667388916016,1.0
4.1,2012-06-28 11:26:00,-73.966782,40.770082,-73.959085,40.769082,1.0
11.5,2013-12-10 08:34:00,-73.970405,40.755542,-73.979588,40.739857,1.0
5.5,2013-01-15 13:36:37,-73.950849,40.775601,-73.95553199999998,40.76433400000001,1.0
10.1,2009-04-19 00:13:17,-73.996553,40.737926,-74.010729,40.713406,1.0
5.3,2011-11-03 08:41:00,-73.975915,40.760433,-73.96977,40.753163,1.0
4.5,2011-11-28 20:07:12,-73.988951,40.68897,-73.987473,40.696361,1.0
4.0,2013-01-11 12:28:00,-73.97198,40.782087,-73.96421,40.777242,1.0
13.5,2013-04-27 11:47:05,-73.972328,40.762339,-74.005899,40.745419,1.0
9.5,2013-06-22 00:32:00,-73.984612,40.74472700000001,-74.009007,40.738165,5.0
4.0,2013-10-26 08:10:00,-73.976745,40.754324,-73.980767,40.750265,1.0
13.0,2015-04-21 09:24:13,-73.99528503417969,40.73093795776367,-73.98140716552734,40.75819396972656,1.0
6.5,2014-10-24 00:47:40,-73.926466,40.698029,-73.917236,40.688965,2.0
5.7,2010-06-25 20:02:00,0.0,0.0,0.0,0.0,1.0
9.7,2010-11-15 10:08:00,-73.97383,40.783893,-73.966122,40.758115,5.0
14.5,2013-07-21 17:11:00,-73.998347,40.723615,-73.967043,40.76570200000001,1.0
8.1,2011-05-29 22:22:00,-74.009003,40.70419,-74.004953,40.720225,1.0
3.7,2009-06-12 18:23:00,0.0,0.0,0.0,0.0,1.0
7.7,2011-10-27 14:41:00,-73.984387,40.7469,-73.977563,40.759327,1.0
7.5,2013-04-14 06:51:45,-73.976159,40.736221,-73.977182,40.751998,1.0
7.5,2013-07-22 23:04:03,-73.991318,40.716976,-73.979405,40.73577,2.0
16.5,2013-11-11 23:16:00,-73.963432,40.774652,-73.963565,40.798447,4.0
5.3,2011-05-29 13:11:00,-73.94709,40.77931,-73.93254499999998,40.794718,1.0
4.9,2012-01-21 16:14:00,-73.98806,40.737962,-73.978757,40.74484,5.0
20.5,2009-03-20 09:10:38,-73.974314,40.783421,-74.016504,40.704708,4.0
3.5,2013-12-26 14:45:33,-73.902097,40.763719,-73.90225,40.763566,1.0
9.3,2009-08-15 08:51:00,-73.994505,40.751568,-74.004028,40.72383,1.0
4.9,2011-04-02 07:11:11,-73.99022,40.729024,-73.98670600000001,40.739917,1.0
6.1,2011-10-25 16:06:51,-73.969675,40.762827,-73.971243,40.750877,1.0
17.9,2009-02-25 19:20:00,-74.001437,40.746365,-73.99498100000002,40.680621,1.0
7.7,2009-03-05 23:19:44,-73.969766,40.750719,-73.98577900000002,40.727077,1.0
13.5,2012-10-23 20:37:20,-73.991208,40.735045,-73.98208699999998,40.773999,2.0
5.5,2014-11-22 12:20:00,-73.953682,40.779247,-73.944,40.791282,2.0
4.1,2009-10-20 23:54:00,-73.96005500000003,40.76216,-73.95229499999998,40.772953,2.0
6.9,2010-03-27 20:06:00,-73.98711,40.751837,-73.991817,40.745208,1.0
5.3,2012-06-20 20:45:00,-73.96770500000002,40.765757,-73.97016500000002,40.75795,1.0
8.5,2014-08-16 23:07:58,-73.955497,40.779622,-73.945918,40.804537,1.0
9.3,2009-02-01 23:18:00,-73.97242,40.786097,-74.004142,40.742573,2.0
9.3,2009-06-05 12:13:06,-73.974532,40.75673,-73.977152,40.772657,1.0
12.1,2010-10-04 20:26:37,-74.00889699999998,40.719347,-73.983807,40.775435,1.0
5.3,2011-11-14 22:54:00,-74.005907,40.745658,-73.992398,40.763875,1.0
10.0,2013-02-25 21:18:00,-74.007992,40.745295,-73.97564799999998,40.74907,5.0
7.0,2013-03-25 19:23:12,-73.982378,40.768638,-73.994505,40.755911,1.0
5.3,2011-04-22 01:51:00,-73.99874799999998,40.734675,-73.98564,40.742198,1.0
6.5,2012-10-17 22:33:27,-73.990504,40.686635,-73.9796,40.677705,1.0
5.5,2013-11-02 20:24:04,-73.990087,40.746717,-73.991496,40.735604,1.0
29.0,2014-06-17 18:27:00,-73.979955,40.76066,-73.940125,40.838717,6.0
9.3,2012-03-05 06:33:00,-73.982473,40.771892,-73.964485,40.806915,3.0
6.9,2010-04-23 16:15:23,-73.977796,40.751688,-73.994923,40.7281,1.0
6.9,2011-08-22 22:02:00,-73.99015,40.74434,-74.005672,40.727185,3.0
23.3,2011-09-29 18:23:48,-73.940849,40.839893,-73.995482,40.753003,3.0
7.3,2012-04-16 02:51:07,-73.993061,40.682895,-73.98098399999998,40.664091,1.0
25.5,2014-03-10 06:29:56,-73.97066099999998,40.796745,-74.007412,40.704836,1.0
2.9,2011-03-02 12:59:57,-73.980449464339,40.75407369749,-73.973792944325,40.757159065313,1.0
6.5,2014-05-27 07:05:00,-73.967355,40.803322,-73.970437,40.78866,5.0
31.45000000000001,2009-06-12 11:21:00,-73.87218,40.774012,-73.979385,40.763688,2.0
7.7,2010-08-21 12:06:58,-73.977319,40.758386,-74.001416,40.74019600000001,1.0
18.5,2011-02-04 20:16:43,-73.963651,40.754788,-73.998249,40.722817,2.0
12.1,2011-07-27 19:25:56,-73.98005,40.76088,-73.945601,40.779532,1.0
5.7,2012-03-07 20:13:00,-74.00073,40.731922,-73.99746,40.744927,1.0
4.0,2013-09-22 22:29:17,-73.956889,40.774853,-73.948228,40.774703,1.0
9.0,2014-01-28 11:10:00,-73.975267,40.78727,-73.984072,40.770265,1.0
16.5,2014-07-22 18:35:00,-73.99730799999998,40.722485,-73.941775,40.714667,5.0
5.7,2009-11-14 01:04:00,-73.997157,40.764478,-73.991507,40.751532,5.0
